,0.0005,0.0001,4.9999999999999996e-06
0,0.9793016580029499,1.0179056880424349,1.0526389638701126
1,0.9594074422207347,0.965383472016626,0.9831881494767478
2,0.9970370591625903,0.998806702428425,0.9844395750581407
3,1.0870473896313735,1.0256192471770178,0.9884480200089321
4,0.9605803534164556,1.0028062072515616,1.021207213543787
5,1.039526688899379,1.0047374603590247,1.0221140126195483
6,0.9462003459324296,1.026641473972719,0.9307566364663873
7,0.9750541563585754,1.0769347106459113,1.0161568366771447
8,1.009310265300731,1.2429822726702466,1.1000991518052163
9,0.9362121850965954,1.0451434664958559,1.1425183504562997
10,1.0419677703345298,1.2687917694331758,1.4175260187331553
11,1.033872652030547,1.0305242845822689,1.0683440284284653
12,0.955797744516738,1.0884107242167276,0.9879003822374844
13,1.0684337346982247,1.281012693491722,1.3133451733073225
14,1.0125901000825914,1.0463128332538603,1.0828400897805535
15,1.0313545116644405,1.1587147902077086,1.1317560498677917
16,0.9874389756151962,1.3648621908187066,1.3613343234535857
17,0.9377396278534365,1.0456676806365566,1.0689697360460761
18,0.9878105331579551,0.9883694600980282,1.0160456431250433
19,0.9970063233176542,1.0934502506776669,1.109124850959518
20,1.0370894158372788,1.0175584457228457,1.019923111705386
21,1.0298377957211562,1.0219599007098072,0.9896155788185492
22,1.0320572519843825,0.9897126892632734,0.9974361569507783
23,0.9899046163189925,1.0212641318524447,1.1045036816633242
24,0.9377518386891038,1.0892171819196814,1.1049727243981071
25,0.9953768522602591,1.0468071566141393,0.9891171482258726
26,1.2015744162762492,1.2583018544975775,1.4508074093705214
27,0.976515384437765,0.9979015932663797,1.0226706213578254
28,0.9327040500160614,1.051780711986255,0.9947614536951126
29,1.0686755575052809,1.3241691476374828,1.4077393423611053
30,1.0053168042193619,1.007614378728891,0.9700781604619237
31,1.008294766897187,1.0074782848587525,1.125437521683967
32,1.052831450117195,1.223614984162562,1.0761981908022964
33,1.0629664669814465,1.0173167834554113,1.0198079456039544
34,1.0058114802282656,1.4580257967218964,1.5827063448021357
35,0.9104938858800925,0.9884200912725208,0.9898906957542056
36,1.0030704366566077,1.009395138122087,0.96873556951185
37,1.0546635301248801,1.0579552504455816,1.0274007516851695
38,0.9900231522043322,1.2012722718258029,1.1291929903328122
39,1.016867759245093,1.0663359639182357,0.9937905357229322
40,1.026257725436898,0.9876074360036986,1.0016534243303685
41,1.0916613149716663,1.0544167336407193,1.06004729258023
42,1.1276744602996982,1.0028608971526944,0.9658583787844899
43,0.9669360887141069,0.9880623934735286,0.9252493086551009
44,0.9911330822611226,1.0335720199398708,1.0099425599718643
45,1.000340374727949,1.060657301325559,1.0994078863854098
46,0.977220542044931,1.0402846950260094,0.9569045898732536
47,0.9799209172749156,1.0410434224008718,0.9434296015256076
48,1.0549469422142632,0.9948780019459219,1.0275086071599275
49,0.9933925386291502,1.075045993166696,1.0501827620523179
50,0.9849541539838433,0.9699933569933143,1.100791924049369
51,1.237769436365366,1.148900271712523,1.1368411100981022
52,0.9788608745040639,1.0290701130032258,0.9751877207472004
53,1.0941571377956354,0.9636323259632691,0.9362452008724633
54,1.040160100326375,1.0474661268066205,1.0992371136601715
55,1.161089272251758,0.9766899149070989,1.0618081962013555
56,0.9211437302924015,1.036973934088942,1.167722906907039
57,1.0455274460141875,0.9693437977402898,0.9612241906961396
58,1.0563846248797406,0.9558934734272639,1.0320167749340001
59,1.0,1.3347756083343951,1.5672985577551763
60,0.981773520092639,1.003794616048804,0.9860789944959136
61,1.0059949585925998,1.0808140741922436,1.0615569933368145
62,0.9850967040660121,0.9994123548899628,1.0527043230772777
63,1.043747262298332,0.9900844216990977,1.052930530036431
64,1.0260473944674786,0.9954959021804622,1.0012552770524084
65,1.0360762918298434,0.9612721635470536,0.9822033786704096
66,1.2225072196464926,1.197364844875342,1.1823380081678232
67,1.0551277637291598,1.0267864110923213,1.044448513408871
68,1.022708849366456,0.9801468462066755,1.0466122101456996
69,0.9995557246936166,0.9902301804718142,1.0202123053359562
70,1.0682253315585615,0.9097456345556275,1.0226245896972943
71,1.0955221040766827,1.0428773010618155,1.044954323656373
72,0.9960668400243062,0.966661405318532,0.9803187535651734
73,1.0723908588168811,0.9544749645953592,1.0465669444639663
74,1.0730201373441162,1.00522966501817,1.0095000538541
